Status,iiter,total_time,b,ObjVal,LB,x_sol,Kbar,K,Ins,elapsedT,OptGap
I,1,0.3925201892852783,10,251.0,0.0,[  0   1   2   3   4   5   6   8  96 154],1,1,2,0.42502498626708984,100.0
I,2,0.8175451755523682,10,238.0,0.0,[  0   1   2   3   4   8  12  96 154 212],1,1,2,0.42172861099243164,100.0
I,3,1.2392737865447998,10,238.0,0.0,[  0   1   2   5   8  12  96 154 212 287],1,1,2,0.42696118354797363,100.0
I,4,1.6662349700927734,10,238.0,0.0,[  0   5   8  12  96 146 154 212 355 359],1,1,2,0.5900192260742188,100.0
I,5,2.256254196166992,10,238.0,158.5,[  0   5   8  12  96 146 154 212 355 359],2,2,2,0.6902437210083008,33.403361344537814
I,6,2.946497917175293,10,235.75,180.625,[  0   5   8  12  96 146 154 212 287 356],4,4,2,1.0359611511230469,23.382820784729585
I,7,3.98245906829834,10,232.125,206.09375,[  0   5   8  12  96 118 146 154 212 287],6,7,2,1.4336059093475342,11.214324178782983
I,8,5.416064977645874,10,230.5,217.734375,[  0   1   5   8  12  96 146 154 212 287],10,12,2,0.46153903007507324,5.538232104121475
I,9,5.877604007720947,10,230.21875,217.734375,[  0   1   5   8  12  96 146 154 212 287],12,12,2,1.453226089477539,5.422831546083887
I,10,7.330830097198486,10,228.0078125,222.03125,[  0   1   5   8  12  96 146 154 212 287],14,19,2,1.9166479110717773,2.6212095254411514
I,11,9.247478008270264,10,227.384765625,224.169921875,[  0   5   8  12  96 118 146 154 212 287],20,29,2,3.235016107559204,1.4138342738852956
I,1,0.4270651340484619,10,335.0,0.0,[  0   1   2   3   4   9  39  58 131 143],1,1,6,0.46978187561035156,100.0
I,2,0.8968470096588135,10,243.0,0.0,[  0   5   9  39  58 131 143 223 281 309],1,1,6,0.47627711296081543,100.0
I,3,1.373124122619629,10,221.0,0.0,[  2   5   9 114 143 223 281 341 342 345],1,1,6,0.47843098640441917,100.0
I,4,1.851555109024048,10,221.0,0.0,[  2   5   9  40  58 114 143 223 281 309],1,1,6,0.40987586975097634,100.0
I,5,2.2614309787750244,10,221.0,0.0,[  2   5   9  40 114 143 223 281 309 317],1,1,6,0.5645792484283447,100.0
I,6,2.826010227203369,10,221.0,181.5,[  2   5   9  40 114 143 223 281 309 317],2,2,6,0.7150378227233887,17.873303167420815
