,num_cases,total_time,b,ObjVal,x_sol,Ins,N
0,5000,5.654029846191406,10,387.9062872342997,[  0   1   2   3   4  65 110 200 130 126],1,40
1,5000,9.948463201522827,10,170.41842582987448,[  1   2   4   5   6  53 218 239 146 147],3,40
2,5000,9.479647874832152,10,204.9999999999868,[  0   1   2   3   4   5 137 102 151 216],5,40
3,5000,99.9403612613678,10,329.7443535670923,[ 14  15  27  86 205 209 110 111 107 171],6,40
4,5000,3.857463121414185,10,45.00000000000152,[  0   1   2   3   4   5   6   7  11 230],7,40
5,5000,9.54680609703064,10,182.09201468508687,[  0   1   2   3 112 114 164 212 141 195],9,40
6,5000,7.008978843688965,10,140.91452137234953,[  0   1   2 139 140   6  66  71 120 155],10,40
7,5000,19.37234592437744,10,240.211514800766,[  2  71  72  74  88 112 216 102  38 199],11,40
8,5000,23.696496963500977,10,200.86982907789405,[  1   3  44  46 160  29 209 145 184 107],12,40
9,5000,45.32179880142212,10,359.10584262598036,[  1  56  67 153 158 155  84 102 146  96],13,40
10,5000,15.300316095352173,10,276.16957929606576,[  0   2 148 150  81 136  29 129 105  57],4,40
11,5000,54.80812692642212,10,220.56650711264075,[  1   2  65 106 223  95  96 237  94  81],8,40
12,5000,34.65316987037659,10,332.8899179460166,[  2   6  48  54  55 101 202 171 183 155],16,40
13,5000,31.198621034622192,10,351.87612851660634,[  0   2   3  75  76  59  67  87 226 211],20,40
14,5000,40.235740184783936,10,263.8994928810971,[  1   2  33  55  57 120 154 227  80 150],27,40
15,5000,117.31162714958192,10,279.4066838751758,[  0   2  59 233 141 171 173 242 211  96],28,40
16,5000,87.21184778213501,10,348.71132855058494,[  1   2   4  52  87 169 209 210 132  73],33,40
17,5000,74.57922887802124,10,264.0437446820423,[  0   1  62  73  58  60  23  26 171 232],36,40
18,5000,131.8367099761963,10,268.7024867667531,[  2  36  86 185  80 160  60 154 110  50],37,40
19,5000,19.0164852142334,10,215.76985505033156,[  1  16  80 112 115  95  75 130 206  99],48,40
20,5000,13.010905981063845,10,395.2639116768991,[  1   2  94  95 123 125 158  82  32 216],2,40
21,5000,40.96863889694214,10,222.2608171645624,[  0   4  30 148 151  44 138 182  98  51],14,40
22,5000,31.7354679107666,10,235.4210555437432,[  0   1  49 160 161 167 234 198 250  62],18,40
23,5000,60.487324953079224,10,235.55910148118085,[  0  18 213 217  10 206 105  53  79 233],22,40
24,5000,52.98787975311279,10,285.72140219634184,[  2  25  96 178 226 167 211  86  77 132],24,40
25,5000,30.075158834457397,10,228.73664807638104,[  0   1  18   7  51  67 116 109 168 169],38,40
26,5000,31.09993600845337,10,198.29412726418263,[  0   3   4  60  61 132 140 100 216 201],39,40
27,5000,20.019427061080933,10,317.73129828385925,[  0   2   3  30  84 176 223  22  28 210],40,40
28,5000,51.179423093795776,10,231.9674624373248,[  2   5   6  76  79 235  52 199 226 218],56,40
29,5000,32.80496096611023,10,227.62772442425137,[  0   4  50 189 190 197 152 149  80 177],76,40
