I;1;0.00020885467529296875;7.152557373046875e-07;0;0.005342960357666016;10;1000000.0;0;[0 1 2 3 4 5 6 7 8 9];1;1;0;0;0
I;2;0.000985860824584961;0.0;0;0.01570606231689453;10;265.0;0;[  0   1   2   3   4  50  53  57  65 122];1;1;0;0;0
I;3;0.0005729198455810547;0.0;0;0.024213075637817383;10;248.0;0;[  0   1   2  50  53  57  65  67 118 122];1;1;0;0;0
I;4;0.002335071563720703;1.1920928955078125e-06;0;0.03487586975097656;10;248.0;0;[  0   7  38  48  50  53  57  67 118 122];1;1;0;0;0
I;5;0.002850055694580078;0.0;0;0.04615902900695801;10;248.0;0;[  0   7  48  50  53  65  67 108 118 122];1;1;0;0;0
I;6;0.0036420822143554688;1.1920928955078125e-06;0;0.05787801742553711;10;246.0;0;[  0  21  38  48  49  50  53  67 118 122];1;1;0;0;0
I;7;0.0035500526428222656;9.5367431640625e-07;0;0.06983089447021484;10;236.0;0;[  3   7  48  49  53  67 101 118 122 126];1;1;0;0;0
I;8;0.0033516883850097656;0.0;0;0.08127212524414062;10;232.0;0;[  7  48  49  53  67  86 101 118 122 126];1;1;0;0;0
I;9;0.002542734146118164;0.07434701919555664;0.005143880844116211;0.0921468734741211;10;232.0;182.25;[  2  38  48  49  53  67 101 118 122 126];2;2;0;0;0
I;10;0.003220081329345703;9.5367431640625e-07;0;0.17355108261108398;10;230.0;182.25;[ 38  48  53  67  86 101 108 118 122 126];2;2;0;0;0
I;11;0.0035169124603271484;0.0;0;0.18660306930541992;10;230.0;182.25;[ 38  48  49  53  67  86 101 118 122 126];2;2;0;0;0
I;12;0.0084991455078125;9.5367431640625e-07;0;0.20430302619934082;10;222.25;182.25;[  3  38  48  49  53  67  86 101 118 122];2;2;0;0;0
I;13;0.011888980865478516;9.5367431640625e-07;0;0.22521018981933594;10;222.0;182.25;[  2  48  49  53  67  86 101 118 122 126];2;2;0;0;0
I;14;0.025762081146240234;0.13376402854919434;0.005648136138916016;0.2599470615386963;10;219.25;198.25;[  3  38  48  49  53  65  67 101 118 122];4;4;0;0;0
I;15;0.010526180267333984;1.1920928955078125e-06;0;0.40930795669555664;10;217.75;198.25;[  2   7  48  49  53  67  86 101 118 122];4;4;0;0;0
I;16;0.020256996154785156;0.0;0;0.4419519901275635;10;217.75;198.25;[  7  34  48  53  67  86 101 108 118 122];4;4;0;0;0
I;17;0.015619039535522461;0.0;0;0.46982288360595703;10;217.25;198.25;[ 38  48  49  53  67 101 112 118 122 126];4;4;0;0;0
I;18;0.023465871810913086;1.1920928955078125e-06;0;0.5055201053619385;10;217.25;198.25;[ 34  38  48  53  60  67 101 118 122 126];4;4;0;0;0
I;19;0.014423131942749023;0.0;0;0.5325288772583008;10;217.25;198.25;[ 34  38  48  49  53  67 101 118 122 126];4;4;0;0;0
I;20;0.025777101516723633;0.0;0;0.5705640316009521;10;216.625;198.25;[  3  38  48  49  50  57  67 101 118 122];4;4;0;0;0
I;21;0.02105093002319336;0.0;0;0.6035010814666748;10;216.625;198.25;[  3  38  48  49  50  53  67 101 118 122];4;4;0;0;0
I;22;0.018444061279296875;9.5367431640625e-07;0;0.6340501308441162;10;216.25;198.25;[  2   3  38  48  49  53  67 101 118 122];4;4;0;0;0
I;23;0.01890397071838379;0.2537810802459717;0.005891084671020508;0.6653969287872314;10;216.25;207.375;[  3  34  38  48  49  53  67 101 118 122];8;8;0;0;0
I;24;0.01822185516357422;0.0;0;0.9458460807800293;10;216.125;207.375;[  7  48  49  53  67  86 101 112 118 122];8;8;0;0;0
I;25;0.02908921241760254;0.18847012519836426;0.006406068801879883;0.9940590858459473;10;215.25;208.28125;[  3  34  38  48  49  53  67 101 118 122];12;12;0;0;0
