1;0.41339111328125;10;356.0;0;[  0   3 138 143 162 167 173 219 229 293];1;1;0
2;0.8511641025543213;10;301.0;0.0;[  3 145 162 167 173 219 229 231 244 273];1;1;0
3;1.2853329181671143;10;253.0;0.0;[138 143 162 167 197 218 219 244 273 293];1;1;0
4;3.134424924850464;10;253.0;0.0;[138 143 162 167 197 218 219 244 273 293];2;2;1.3505709171295166
5;6.316643953323364;10;253.0;0.0;[138 143 162 167 197 218 219 244 273 293];4;4;3.957232713699341
6;12.306294918060303;10;251.9375;0.0;[138 143 167 173 197 218 219 244 273 293];8;8;9.159712553024292
7;12.797888994216919;10;251.9375;0.0;[138 143 162 167 197 218 219 244 273 293];8;8;9.159712553024292
8;24.439332962036133;10;250.140625;31.625;[138 143 162 167 197 218 219 244 273 293];14;15;19.66009831428528
9;45.558927059173584;10;246.70703125;77.875;[138 143 162 167 197 218 219 244 273 293];22;26;39.050703048706055
10;81.57097101211548;10;245.70703125;138.67578125;[138 143 162 167 197 218 219 244 273 293];26;39;72.75947904586792
11;134.95635294914246;10;245.42333984375;161.642578125;[138 143 162 167 197 218 219 244 273 293];36;57;123.003826379776
12;212.89560317993164;10;245.320068359375;187.4775390625;[138 143 162 167 197 218 219 244 273 293];48;81;196.61557817459106
13;322.86610078811646;10;245.2325439453125;216.508056640625;[138 143 162 167 197 218 219 244 273 293];48;105;301.4087338447571
14;465.05668807029724;10;245.20599365234375;223.792724609375;[138 143 162 167 197 218 219 244 273 293];52;131;437.0888228416443
15;642.4605190753937;10;245.19337463378906;230.725830078125;[138 143 162 167 197 218 219 244 273 293];68;165;606.487286567688
16;865.3297829627991;10;245.18444061279297;237.46327209472656;[138 143 162 167 197 218 219 244 273 293];76;203;819.7815833091736
17;1139.3613810539246;10;245.18023681640625;237.72396087646484;[138 143 162 167 197 218 219 244 273 293];90;248;1082.1321351528168
18;1473.1985869407654;10;245.176420211792;240.6144142150879;[138 143 162 167 197 218 219 244 273 293];88;292;1402.741857767105
19;1865.3413968086243;10;245.17566061019897;236.4396514892578;[138 143 162 167 197 218 219 244 273 293];82;333;1780.2171609401703
20;2313.2849740982056;10;245.17474508285522;242.02300262451172;[138 143 162 167 197 218 219 244 273 293];104;385;2211.0266556739807
21;2828.965173959732;10;245.1741749048233;241.73154950141907;[138 143 162 167 197 218 219 244 273 293];70;420;2709.212674856186
22;3390.992415904999;10;245.17371094226837;242.8300654888153;[138 143 162 167 197 218 219 244 273 293];62;451;3252.653512239456
