I;1;0.005825042724609375;10;1000000.0;0;[0 1 2 3 4 5 6 7 8 9];1;1;0;0;0
I;2;0.021789073944091797;10;184.0;0;[  0   1   2   3   4   5   6  51 105 116];1;1;0;0;0
I;3;0.03732013702392578;10;184.0;0;[  0   1   2   3  10  51 105 116 134 225];1;1;0;0;0
I;4;0.052551984786987305;10;184.0;0;[  1   5  10  51 105 116 353 354 357 362];1;1;0;0;0
I;5;0.06774783134460449;10;184.0;0;[  1   5  10  51 105 116 124 134 225 362];1;1;0;0;0
I;6;0.1936049461364746;10;184.0;158.75;[  1   5  10  51 105 116 124 134 225 362];2;2;0;0;0
I;7;0.36748814582824707;10;184.0;162.125;[  1   5  10  51 105 116 124 134 225 362];4;4;0;0;0
I;8;0.7117950916290283;10;184.0;165.5;[  1   5  10  51 105 116 124 134 225 362];8;8;0;0;0
I;9;1.426903247833252;10;184.0;168.59375;[  1   5  10  50  51 105 116 124 134 225];16;16;0;0;0
I;10;3.3934240341186523;10;184.0;175.9375;[  1   5  10  50  51 105 116 124 134 225];32;32;0;0;0
I;11;6.015583038330078;10;184.0;178.0234375;[  1   5  10  50  51 105 116 124 134 225];60;62;0;0;0
I;12;10.222041845321655;10;184.0;179.73828125;[  1   5  10  50  51 105 116 124 134 225];96;110;0;0;0
I;13;16.682583808898926;10;184.0;180.9833984375;[  1   5  10  50  51 105 116 124 134 225];148;184;0;0;0
I;14;26.056023120880127;10;183.995849609375;181.802001953125;[  1   5  10  50  51 105 116 124 134 225];212;290;0;0;0
C;14;39.97642517089844;10;183.995849609375;182.38479614257812;[  1   5  10  50  51 105 116 124 134 225];0;447;0;0;0
I;1;0.006097078323364258;10;1000000.0;0;[0 1 2 3 4 5 6 7 8 9];1;1;0;0;0
I;2;0.02226400375366211;10;184.0;0;[  0   1   2   3   4   5   6  51 105 116];1;1;0;0;0
I;3;0.03845810890197754;10;184.0;0;[  0   1   2   3  10  51 105 116 134 225];1;1;0;0;0
I;4;0.05458807945251465;10;184.0;0;[  1   5  10  51 105 116 353 354 357 362];1;1;0;0;0
I;5;0.07075095176696777;10;184.0;0;[  1   5  10  51 105 116 124 134 225 362];1;1;0;0;0
I;6;0.20410609245300293;10;184.0;158.75;[  1   5  10  51 105 116 124 134 225 362];2;2;0;0;0
I;7;0.3860971927642822;10;184.0;162.125;[  1   5  10  51 105 116 124 134 225 362];4;4;0;0;0
I;8;0.7494890689849854;10;184.0;165.5;[  1   5  10  51 105 116 124 134 225 362];8;8;0;0;0
I;9;1.5072901248931885;10;184.0;168.59375;[  1   5  10  50  51 105 116 124 134 225];16;16;0;0;0
I;10;3.597309112548828;10;184.0;175.9375;[  1   5  10  50  51 105 116 124 134 225];32;32;0;0;0
I;11;6.3579020500183105;10;184.0;178.0234375;[  1   5  10  50  51 105 116 124 134 225];60;62;0;0;0
I;12;10.767255067825317;10;184.0;179.73828125;[  1   5  10  50  51 105 116 124 134 225];96;110;0;0;0
I;13;17.55755114555359;10;184.0;180.9833984375;[  1   5  10  50  51 105 116 124 134 225];148;184;0;0;0
I;14;27.391706228256226;10;183.995849609375;181.802001953125;[  1   5  10  50  51 105 116 124 134 225];212;290;0;0;0
C;14;41.91075611114502;10;183.995849609375;182.38479614257812;[  1   5  10  50  51 105 116 124 134 225];0;447;0;0;0
I;1;0.009119987487792969;10;1000000.0;0;[0 1 2 3 4 5 6 7 8 9];1;1;0;0;0
I;2;0.025356054306030273;10;184.0;0;[  0   1   2   3   4   5   6  51 105 116];1;1;0;0;0
I;3;0.04058432579040527;10;184.0;0;[  0   1   2   3  10  51 105 116 134 225];1;1;0;0;0
I;4;0.05573129653930664;10;184.0;0;[  1   5  10  51 105 116 353 354 357 362];1;1;0;0;0
I;5;0.07079505920410156;10;184.0;0;[  1   5  10  51 105 116 124 134 225 362];1;1;0;0;0
I;6;0.19677519798278809;10;184.0;158.75;[  1   5  10  51 105 116 124 134 225 362];2;2;0;0;0
I;7;0.37015509605407715;10;184.0;162.125;[  1   5  10  51 105 116 124 134 225 362];4;4;0;0;0
I;8;0.7174570560455322;10;184.0;165.5;[  1   5  10  51 105 116 124 134 225 362];8;8;0;0;0
I;9;1.426732063293457;10;184.0;168.59375;[  1   5  10  50  51 105 116 124 134 225];16;16;0;0;0
I;10;3.364915132522583;10;184.0;175.9375;[  1   5  10  50  51 105 116 124 134 225];32;32;0;0;0
I;11;5.979227066040039;10;184.0;178.0234375;[  1   5  10  50  51 105 116 124 134 225];60;62;0;0;0
I;12;10.118621110916138;10;184.0;179.73828125;[  1   5  10  50  51 105 116 124 134 225];96;110;0;0;0
I;13;16.499924182891846;10;184.0;180.9833984375;[  1   5  10  50  51 105 116 124 134 225];148;184;0;0;0
I;14;25.78177309036255;10;183.995849609375;181.802001953125;[  1   5  10  50  51 105 116 124 134 225];212;290;0;0;0
C;14;39.55194115638733;10;183.995849609375;182.38479614257812;[  1   5  10  50  51 105 116 124 134 225];0;447;0;0;0
