1;0.3905677795410156;10;276.0;0;[ 0  1  2  3  4 28 37 44 46 52];1;1
2;0.7994658946990967;10;276.0;0.0;[ 0  1 27 28 37 44 46 50 52 97];1;1
3;1.2019858360290527;10;276.0;0.0;[  0   5  27  28  37  44  46  52  97 118];1;1
4;1.6096696853637695;10;276.0;0.0;[ 0  5 27 28 31 37 44 46 52 97];1;1
5;2.023513078689575;10;276.0;0.0;[ 0  5 27 28 31 37 44 46 50 52];1;1
6;2.4336209297180176;10;275.0;0.0;[ 0  5 28 31 37 44 46 50 52 97];1;1
7;2.839639902114868;10;273.0;0.0;[ 0  5 27 28 31 37 44 46 52 97];1;1
8;3.295758008956909;10;273.0;0.0;[ 0  5 27 28 31 37 44 46 52 97];2;2
9;3.8278310298919678;10;271.3125;0.0;[ 0  5 27 28 31 37 44 46 52 97];4;4
10;4.4950478076934814;10;271.0;0.0;[  0   5  27  28  37  44  46  52  97 101];8;8
11;4.918166875839233;10;271.0;0.0;[ 0 14 27 28 29 37 44 46 52 97];8;8
12;5.332199811935425;10;271.0;0.0;[  0   5  28  37  44  46  50  52  97 101];8;8
13;5.756918907165527;10;270.71875;0.0;[ 0  5 27 28 29 37 44 46 52 97];8;8
14;6.687621116638184;10;270.0078125;33.875;[ 0 25 27 28 29 37 44 46 50 52];14;15
15;7.172250032424927;10;269.0;33.875;[ 0 28 37 44 46 49 50 52 56 97];15;15
16;8.769320964813232;10;268.7421875;0.0;[ 0  5 27 28 29 37 44 46 52 97];30;30
17;11.032614707946777;10;268.37890625;84.6875;[  0   5  28  37  44  46  50  52  97 101];44;52
18;11.61080288887024;10;268.19140625;84.6875;[ 0  5 27 28 29 37 44 46 52 97];52;52
19;14.72110891342163;10;267.9921875;151.27734375;[ 0  5 27 28 29 37 44 46 52 97];56;80
20;18.586211919784546;10;267.935546875;201.0615234375;[ 0  5 27 28 29 37 44 46 52 97];64;112
21;23.849520683288574;10;267.8758544921875;221.8564453125;[ 0  5 27 28 29 37 44 46 52 97];88;156
22;30.93162989616394;10;267.8248291015625;237.3350830078125;[ 0  5 27 28 29 37 44 46 52 97];116;214
23;39.629618883132935;10;267.80015563964844;250.33837890625;[ 0  5 27 28 29 37 44 46 52 97];132;280
24;49.28259873390198;10;267.79000091552734;259.40245056152344;[ 0  5 27 28 29 37 44 46 52 97];124;342
25;59.46511793136597;10;267.7852210998535;264.2147750854492;[ 0  5 27 28 29 37 44 46 52 97];100;392
25;68.2113127708435;10;267.7852210998535;266.2244682312012;[ 0  5 27 28 29 37 44 46 52 97];0;430
