1;0.38874006271362305;10;326.0;0;[  0   1  31 129 155 161 181 276 286 292];1;1;0
2;0.8050110340118408;10;302.0;0.0;[  0  23  74 152 155 161 181 276 292 338];1;1;0
3;1.223541021347046;10;291.0;0.0;[  0  73  74 152 155 161 173 181 292 338];1;1;0
4;1.645042896270752;10;279.0;0.0;[  0  23  24  73  74 152 155 161 181 292];1;1;0
5;2.061678171157837;10;275.0;0.0;[  0  73  74 104 152 155 161 173 181 292];1;1;0
6;2.4787051677703857;10;273.0;0.0;[  0  12  24  73  74 152 155 161 181 292];1;1;0
7;2.898883104324341;10;269.0;0.0;[  0  12  24  73  74  81 152 155 161 181];1;1;0
8;3.3291120529174805;10;263.0;0.0;[  0  23  72 104 152 155 161 173 181 338];1;1;0
9;3.750300168991089;10;257.0;0.0;[  0  81 104 152 161 173 181 276 292 338];1;1;0
10;5.735424041748047;10;249.75;0.0;[  0  31  81 104 152 161 173 181 276 338];2;2;1.3961961269378662
11;9.21967101097107;10;249.75;0.0;[  0  31  81 104 152 161 173 181 276 338];4;4;4.122025966644287
12;15.70334506034851;10;249.75;62.125;[  0  31  72 104 152 161 173 181 276 338];6;7;9.608184337615967
13;26.513164043426514;10;249.078125;93.1875;[  0  31  81 104 152 161 173 181 276 338];10;12;19.02807593345642
14;45.00186896324158;10;248.41796875;108.546875;[  0  31  81 104 152 161 173 181 276 338];18;21;35.380632400512695
15;76.79861617088318;10;247.814453125;130.46875;[  0  31  72 104 152 161 173 181 276 338];30;36;63.84519553184509
16;128.72971105575562;10;247.552734375;174.12890625;[  0  31  81 104 152 161 173 181 276 338];36;54;111.37971925735474
17;208.13551998138428;10;247.4794921875;194.7509765625;[  0  31  81 104 152 161 173 181 276 338];50;79;184.65889382362366
18;324.558256149292;10;247.4212646484375;208.88720703125;[  0  31  81 104 152 161 173 181 276 338];70;114;292.2901999950409
19;494.000901222229;10;247.37786865234375;214.578369140625;[  0  31  81 104 152 161 173 181 276 338];112;170;448.5370421409607
20;746.0229749679565;10;247.35549926757812;225.46044921875;[  0  31  72 104 152 161 173 181 276 338];132;236;683.0737154483795
21;1089.7869260311127;10;247.33889770507812;231.10894775390625;[  0  31  81 104 152 161 173 181 276 338];172;322;1003.9397013187408
22;1567.475354194641;10;247.33050918579102;235.55178833007812;[  0  31  72 104 152 161 173 181 276 338];200;422;1452.7335965633392
23;2185.4772760868073;10;247.32333946228027;236.9891242980957;[  0  31  81 104 152 161 173 181 276 338];272;558;2031.3915252685547
24;3020.4734818935394;10;247.3182954788208;238.99750328063965;[  0  31  72 104 152 161 173 181 276 338];338;727;2815.784803390503
