1;0.39693593978881836;10;184.0;0;[  0   1   2   3   4   5   6  51 105 116];1;1
2;0.8375229835510254;10;184.0;0.0;[  0   1   2   3  10  51 105 116 134 225];1;1
3;1.252445936203003;10;184.0;0.0;[  1  10  51 105 116 134 225 313 353 357];1;1
4;2.0148589611053467;10;184.0;0.0;[  1   5  10  50  51 105 116 355 356 358];4;4
5;2.9538917541503906;10;184.0;0.0;[  1   5  10  50  51 105 116 124 134 225];8;8
6;59.04862904548645;10;183.99710083007812;117.3955078125;[  1   5  10  50  51 105 116 124 225 288];354;455
7;87.06481099128723;10;183.9851531982422;159.67691040039062;[  1  10  50  51 105 116 123 124 225 288];252;581
8;88.71584486961365;10;183.9855194091797;159.67691040039062;[  1   5  10  50  51  92 105 116 124 225];581;581
9;131.67783403396606;10;183.98660278320312;155.2162322998047;[  1   5  10  50  51 105 116 134 225 288];480;821
10;184.66843605041504;10;183.99964141845703;169.81233978271484;[  1   5  10  29  50  51 105 116 134 288];510;1076
11;279.85433983802795;10;183.9992790222168;115.93065643310547;[  1   5  10  29  50  51 105 116 134 288];1258;1705
12;404.44813799858093;10;183.98469257354736;148.61093139648438;[  1   5  10  50  51 105 116 123 134 288];1374;2392
13;411.0675630569458;10;183.99222373962402;148.61093139648438;[  1   5  10  29  50  51 105 116 134 288];2392;2392
14;604.5614018440247;10;183.9835124015808;159.0687313079834;[  1   5  10  50  51 105 116 124 134 288];2216;3500
15;611.0241889953613;10;183.98399925231934;159.0687313079834;[  1   5  10  29  50  51 105 116 124 134];3500;3500
16;618.6531279087067;10;183.97886848449707;159.0687313079834;[  1   5  10  29  50  51 105 116 124 134];3500;3500
17;969.1547310352325;10;183.98307180404663;147.8966293334961;[  1   5  10  50  51 105 116 124 134 288];4316;5658
18;1344.95804977417;10;183.98084044456482;178.69461798667908;[  1   5  10  50  51 105 116 124 134 288];2934;7125
19;1851.9306619167328;10;183.97711277008057;180.65042448043823;[  1   5  10  50  51 105 116 124 134 288];4072;9161
20;2537.9338598251343;10;183.97507160902023;182.05829364061356;[  1   5  10  50  51 105 116 124 134 288];5340;11831
20;3477.617905855179;10;183.97507160902023;182.79581293463707;[  1   5  10  50  51 105 116 124 134 288];0;15381
