I;1;0.0010340213775634766;10;1000000.0;0;[0 1 2 3 4 5 6 7 8 9];1;1
I;2;0.019093036651611328;10;244.0;0;[  0   1   2   3   4   5   6 273 309 327];1;1
I;3;0.03619217872619629;10;244.0;0;[  0   5   8 273 285 302 307 309 327 370];1;1
I;4;0.05311107635498047;10;226.0;0;[  2   8 229 273 285 302 307 309 327 412];1;1
I;5;1.0724620819091797;10;226.0;182.6875;[  2   5   9  35 181 229 285 307 309 327];8;8
I;6;1.1093840599060059;10;226.0;182.6875;[  2   8   9  87 181 229 273 285 309 327];8;8
I;7;1.1451961994171143;10;226.0;182.6875;[  2   9  35 181 229 273 285 302 309 327];8;8
I;8;1.180943250656128;10;226.0;182.6875;[  2   5   8   9 181 227 229 302 309 327];8;8
I;9;1.2165751457214355;10;226.0;182.6875;[  2   5   8   9 227 229 285 302 309 327];8;8
I;10;1.253490924835205;10;220.375;182.6875;[  2   5   8   9 229 273 285 302 309 327];8;8
I;11;1.2884621620178223;10;218.875;182.6875;[  2   8 181 227 229 273 285 302 309 327];8;8
I;12;1.3249940872192383;10;218.125;182.6875;[  2   8 181 227 229 273 285 302 309 327];8;8
I;13;2.6616761684417725;10;216.78125;191.671875;[  2   8   9 229 270 273 285 302 309 327];14;15
I;14;2.716313123703003;10;216.75;191.671875;[  2   8 229 270 272 273 285 302 309 327];15;15
I;15;2.7701709270477295;10;215.875;191.671875;[  2   5   8   9 229 273 285 302 309 327];15;15
I;16;2.8264739513397217;10;215.03125;191.671875;[  2   8   9 229 270 273 285 302 309 327];15;15
I;17;5.322788953781128;10;214.53125;200.8359375;[  2   5  35 229 273 285 302 309 327 370];26;28
I;18;5.409795045852661;10;214.53125000000006;200.8359375;[  2   5   8  35 181 229 273 302 309 327];28;28
I;19;5.4987242221832275;10;214.53125;200.8359375;[  2   5   8  35 229 273 285 302 309 327];28;28
I;20;5.589572191238403;10;214.03125;200.8359375;[  2   5   8 229 270 273 285 302 309 327];28;28
I;21;5.680777072906494;10;213.7265625;200.8359375;[  2   9 229 270 273 285 302 303 309 327];28;28
I;22;5.770565986633301;10;213.3515625;200.8359375;[  2   8   9 181 229 273 285 302 309 327];28;28
I;23;5.858840227127075;10;213.3515625;200.8359375;[  2   8   9 229 270 273 285 302 309 327];28;28
I;24;10.376993179321289;10;212.78125;204.265625;[  2   8 181 229 272 273 285 302 309 327];46;51
I;25;10.524831056594849;10;212.78125;204.265625;[  2   5   8   9  35 229 285 302 309 327];51;51
I;26;10.67226505279541;10;212.677734375;204.265625;[  2   8   9 181 229 270 273 302 309 327];51;51
I;27;10.845600128173828;10;212.677734375;204.265625;[  2   8   9 229 270 273 285 302 309 327];51;51
I;28;18.651647090911865;10;212.189453125;206.6455078125;[  2   8   9 229 270 273 285 302 309 327];74;88
I;29;29.989017248153687;10;211.90625;208.2109375;[  2   5   8   9 229 273 285 302 309 327];108;142
I;30;30.355467081069946;10;211.90625;208.2109375;[  2   8  35 229 270 273 285 302 309 327];142;142
I;31;30.748491048812866;10;211.84692382812582;208.2109375;[  2   8   9 229 270 273 285 302 309 327];142;142
I;32;49.89284610748291;10;211.609375;209.2166748046875;[  2   5   9 229 285 302 303 309 327 329];152;218
I;33;50.459381103515625;10;211.59948730468835;209.2166748046875;[  2   8   9 229 270 273 285 302 309 327];218;218
C;33;78.36449098587036;10;211.59948730468835;209.81903076171875;[  2   8   9 229 270 273 285 302 309 327];0;318
