I;1;0.001026153564453125;10;1000000.0;0;[0 1 2 3 4 5 6 7 8 9];1;10;0;0
I;2;0.019152164459228516;10;244.0;0.0;[  0   1   2   3   4   5   6 273 309 327];1;10;0;0
I;3;0.036829233169555664;10;244.0;0.0;[  0   5   8 273 285 302 307 309 327 370];1;10;0;0
I;4;0.05451798439025879;10;226.0;0.0;[  2   8 229 273 285 302 307 309 327 412];1;10;0;0
I;5;0.21149420738220215;10;226.0;164.5097087378641;[  2   8   9 229 273 285 302 307 309 327];2;21;1;0.004068136215209961
I;6;0.2323460578918457;10;226.0;164.5097087378641;[  2   5   9 229 285 307 309 327 339 404];2;21;1;0.004068136215209961
I;7;0.2541811466217041;10;226.0;164.5097087378641;[  2   9 229 273 285 302 309 327 339 412];2;21;1;0.004068136215209961
I;8;0.2767622470855713;10;226.0;164.5097087378641;[  2   5   9 229 285 302 303 309 327 329];2;21;1;0.004068136215209961
I;9;0.578606128692627;10;226.0;187.6790048543689;[  2   8   9  78 229 273 302 309 327 351];4;43;3;0.011071205139160156
I;10;0.6073939800262451;10;226.0;187.6790048543689;[  2   8   9  78 229 273 285 309 327 339];4;43;3;0.011071205139160156
I;11;0.636815071105957;10;225.78125;187.6790048543689;[  2   5   8   9 229 270 273 302 309 327];4;43;3;0.011071205139160156
I;12;0.6659300327301025;10;225.38106796116503;187.6790048543689;[  2   9  78 229 273 285 302 303 309 327];4;43;3;0.011071205139160156
I;13;1.273184061050415;10;225.24785322889142;204.57873179611647;[  2   8   9  78 229 273 285 302 309 327];8;87;7;0.028174161911010742
I;14;1.3109831809997559;10;222.73058712121212;204.57873179611647;[  2   8   9 181 229 285 302 309 327 329];8;87;7;0.028174161911010742
I;15;1.3495092391967773;10;219.6868932038835;204.57873179611647;[  2   8 181 229 273 285 302 303 309 327];8;87;7;0.028174161911010742
I;16;1.3911411762237549;10;215.45013698882022;204.57873179611647;[  2   5 181 229 272 273 302 309 327 329];8;87;7;0.028174161911010742
I;17;1.435331106185913;10;215.45013698882022;204.57873179611647;[  2   5 229 272 273 285 302 309 327 329];8;87;7;0.028174161911010742
I;18;1.4818570613861084;10;214.61621065019122;204.57873179611647;[  2   8 181 229 270 272 273 302 309 327];8;87;7;0.028174161911010742
I;19;1.5221340656280518;10;214.61621065019125;204.57873179611647;[  2   8 229 270 272 273 285 302 309 327];8;87;7;0.028174161911010742
I;20;1.563650131225586;10;213.69129477419898;204.57873179611647;[  2   8   9 229 270 273 285 302 309 327];8;87;7;0.028174161911010742
I;21;1.6107861995697021;10;213.17880718593702;204.57873179611647;[  2   8   9  35 229 273 285 309 327 339];8;87;7;0.028174161911010742
I;22;1.6522040367126465;10;213.08906686709327;204.57873179611647;[  2   8   9 229 270 273 285 302 309 327];8;87;7;0.028174161911010742
I;23;2.80175518989563;10;213.0130231318042;199.89508661784714;[  2   8   9 229 273 285 302 309 327 329];16;1615;11;0.05746102333068848
I;24;2.865971326828003;10;212.7521559649897;199.89508661784714;[  2   9 229 273 285 302 303 309 327 339];16;1615;11;0.05746102333068848
I;25;2.9308149814605713;10;212.3242112799728;199.89508661784714;[  2   8   9 229 270 273 285 302 309 327];16;1615;11;0.05746102333068848
I;26;5.1326210498809814;10;211.89885352309503;204.46049467691213;[  2   5   8  78 229 273 285 302 309 327];30;3130;17;0.11037921905517578
I;27;5.234926223754883;10;211.87884601444938;204.46049467691213;[  2   8   9 229 270 273 285 302 309 327];31;3130;17;0.11037921905517578
I;28;9.34556794166565;10;211.810190037511;207.58523183523795;[  2   5   8 229 270 273 285 302 309 327];56;5958;33;0.21869349479675293
I;29;9.51841115951538;10;211.51934193561627;207.58523183523795;[  2   8   9 229 270 273 285 302 309 327];59;5958;33;0.21869349479675293
I;30;16.661946058273315;10;211.3538414444925;209.11632770858472;[  2   8   9 229 270 273 285 302 309 327];92;105104;56;0.3992624282836914
C;30;27.394296169281006;10;211.3538414444925;209.90579289260168;[  2   8   9 229 270 273 285 302 309 327];0;173172;93;0.6803185939788818
