1;0.3963160514831543;10;373.0;0;[  0   1   2  21  33  39  74  94 183 259];1;1;0
2;0.823328971862793;10;328.0;0.0;[  1  21  23  33  74  94 108 170 183 300];1;1;0
3;1.242318868637085;10;318.0;0.0;[  0   9  21  23  33  74 108 170 183 300];1;1;0
4;1.6678669452667236;10;307.0;0.0;[  0   1  21  23  33  74 108 172 259 300];1;1;0
5;2.0916619300842285;10;298.0;0.0;[  1  21  23  74 170 172 259 267 271 300];1;1;0
6;2.51485013961792;10;298.0;0.0;[  0   1  23  33  74 170 172 259 271 300];1;1;0
7;2.942704916000366;10;296.0;0.0;[ 23  33  74 170 172 183 259 267 271 300];1;1;0
8;3.3720970153808594;10;296.0;0.0;[  0  21  23  33 170 172 183 259 271 300];1;1;0
9;3.7996408939361572;10;296.0;0.0;[  0  23  33  74 106 170 172 183 259 300];1;1;0
10;5.81257700920105;10;296.0;0.0;[  0  23  33  74 106 170 172 183 259 300];2;2;1.4288451671600342
11;9.389003992080688;10;290.8125;0.0;[  0  23  33  74 170 172 183 259 271 300];4;4;4.211620092391968
12;16.131148099899292;10;289.3125;0.0;[  0  21  23  74 106 170 172 183 259 300];8;8;9.763468265533447
13;29.38569188117981;10;286.6328125;0.0;[  9  23  33  74 170 172 183 259 271 300];16;16;21.012340545654297
14;54.951945066452026;10;284.712890625;0.0;[  0  21  23  74 170 172 183 259 271 300];32;32;43.09460496902466
15;105.24573111534119;10;282.1904296875;14.775390625;[  1  23  33 170 172 183 210 259 271 300];60;62;86.89952826499939
16;106.44341087341309;10;281.052734375;14.775390625;[  0  23  33  74 170 172 183 259 271 300];62;62;86.89952826499939
17;202.79043006896973;10;280.2353515625;61.984375;[ 23  33  74 170 172 183 210 259 271 300];98;111;171.94920206069946
18;203.95964694023132;10;280.11669921875;61.984375;[ 23  33  74 170 172 183 210 259 271 300];111;111;171.94920206069946
19;375.74468302726746;10;279.70654296875;54.5546875;[  0  23  33  74 170 172 183 259 271 300];188;205;322.49333691596985
20;680.0941090583801;10;279.30816650390625;194.4564208984375;[  0  21  23  74 170 172 183 259 271 300];144;277;605.0262603759766
21;1083.790431022644;10;279.21923828125;243.585693359375;[  0  23  33  74 170 172 183 259 271 300];118;336;985.0701994895935
22;1575.1033589839935;10;279.15814208984375;255.27371215820312;[  0  23  33  74 170 172 183 259 271 300];138;405;1447.700973033905
23;2166.030205011368;10;279.12718963623047;262.51949310302734;[  0  21  23  74 170 172 183 259 271 300];158;484;2004.3254480361938
24;2865.721114873886;10;279.1127405166626;267.9708251953125;[  0  21  23  74 170 172 183 259 271 300];166;567;2664.899127483368
