1;0.38168883323669434;10;453.0;0;[  0   1   2  12  46  49  52  79  85 102];1;1
2;0.7824430465698242;10;450.0;0.0;[  0  12  46  49  52  79  80 102 107 129];1;1
3;1.1927051544189453;10;441.0;0.0;[  0  12  34  43  46  79  80 102 107 129];1;1
4;1.6104469299316406;10;418.0;0.0;[  0   1  12  43  46  49  52  79 107 129];1;1
5;2.0212650299072266;10;418.0;0.0;[  0   1  12  43  46  52  79 102 107 129];1;1
6;2.4264299869537354;10;418.0;0.0;[  0   1   2  12  46  49  52  79 107 129];1;1
7;2.827479839324951;10;418.0;0.0;[  0   1   2  12  46  52  79  80  85 129];1;1
8;3.22809100151062;10;418.0;0.0;[  0   1   2  12  46  52  79  80 102 107];1;1
9;3.6465768814086914;10;417.0;0.0;[  0   1   2  12  46  52  79  80  87 129];1;1
9;3.668811082839966;10;417.0;417.0;[  0   1   2  12  46  52  79  80  87 129];0;1
1;0.4059450626373291;10;453.0;0;[  0   1   2  12  46  49  52  79  85 102];1;1;0;0
2;0.8203611373901367;10;450.0;0.0;[  0  12  46  49  52  79  80 102 107 129];1;1;0;0
3;1.2495660781860352;10;441.0;0.0;[  0  12  34  43  46  79  80 102 107 129];1;1;0;0
4;1.681981086730957;10;418.0;0.0;[  0   1  12  43  46  49  52  79 107 129];1;1;0;0
5;2.1101791858673096;10;418.0;0.0;[  0   1  12  43  46  52  79 102 107 129];1;1;0;0
6;2.538522958755493;10;418.0;0.0;[  0   1   2  12  46  49  52  79 107 129];1;1;0;0
7;2.955364942550659;10;418.0;0.0;[  0   1   2  12  46  52  79  80  85 129];1;1;0;0
8;3.3754031658172607;10;418.0;0.0;[  0   1   2  12  46  52  79  80 102 107];1;1;0;0
9;3.794887065887451;10;417.0;0.0;[  0   1   2  12  46  52  79  80  87 129];1;1;0;0
9;3.817171096801758;10;417.0;417.0;[  0   1   2  12  46  52  79  80  87 129];0;1;0;0
1;0.41223716735839844;10;453.0;0;[  0   1   2  12  46  49  52  79  85 102];1;1;0;0
2;0.8508570194244385;10;450.0;0.0;[  0  12  46  49  52  79  80 102 107 129];1;1;0;0
3;1.2875771522521973;10;441.0;0.0;[  0  12  34  43  46  79  80 102 107 129];1;1;0;0
4;1.7161152362823486;10;418.0;0.0;[  0   1  12  43  46  49  52  79 107 129];1;1;0;0
5;2.1462390422821045;10;418.0;0.0;[  0   1  12  43  46  52  79 102 107 129];1;1;0;0
6;2.574503183364868;10;418.0;0.0;[  0   1   2  12  46  49  52  79 107 129];1;1;0;0
7;3.012892246246338;10;418.0;0.0;[  0   1   2  12  46  52  79  80  85 129];1;1;0;0
8;3.4454002380371094;10;418.0;0.0;[  0   1   2  12  46  52  79  80 102 107];1;1;0;0
9;3.876516103744507;10;417.0;0.0;[  0   1   2  12  46  52  79  80  87 129];1;1;0;0
9;3.8987860679626465;10;417.0;417.0;[  0   1   2  12  46  52  79  80  87 129];0;1;0;0
