1;0.3951261043548584;10;335.0;0;[  0   1   2   3   4   9  39  58 131 143];1;1;0;0
2;0.8104860782623291;10;243.0;0.0;[  0   5   9  39  58 131 143 223 281 309];1;1;0;0
3;1.233915090560913;10;221.0;0.0;[  2   5   9 114 143 223 281 341 342 345];1;1;0;0
4;1.6597669124603271;10;221.0;0.0;[  2   5   9  40  58 114 143 223 281 309];1;1;0;0
5;2.0783610343933105;10;221.0;0.0;[  2   5   9  40 114 143 223 281 309 317];1;1;0;0
6;2.7191221714019775;10;221.0;0.0;[  2   5   9  40 114 143 223 281 309 317];2;2;0.12376117706298828;1
7;3.6498169898986816;10;221.0;0.0;[  0   2   9  81 103 114 143 223 281 309];4;4;0.42510485649108887;3
8;4.9403839111328125;10;216.375;55.0;[  0   2   8   9  40 114 143 223 281 309];6;7;0.9157896041870117;7
8;6.07314395904541;10;216.375;215.5625;[  0   2   8   9  40 114 143 223 281 309];0;7;1.7753453254699707;14
1;0.3958010673522949;10;335.0;0;[  0   1   2   3   4   9  39  58 131 143];1;1;0;0
2;0.8097031116485596;10;243.0;0.0;[  0   5   9  39  58 131 143 223 281 309];1;1;0;0
3;1.223992109298706;10;221.0;0.0;[  2   5   9 114 143 223 281 341 342 345];1;1;0;0
4;1.6513290405273438;10;221.0;0.0;[  2   5   9  40  58 114 143 223 281 309];1;1;0;0
5;2.072460889816284;10;221.0;0.0;[  2   5   9  40 114 143 223 281 309 317];1;1;0;0
6;2.71294903755188;10;221.0;0.0;[  2   5   9  40 114 143 223 281 309 317];2;2;0.12432479858398438;1
7;3.655318021774292;10;221.0;0.0;[  0   2   9  81 103 114 143 223 281 309];4;4;0.43059253692626953;3
8;4.942224979400635;10;216.375;55.0;[  0   2   8   9  40 114 143 223 281 309];6;7;0.9214942455291748;7
8;6.081298112869263;10;216.375;215.5625;[  0   2   8   9  40 114 143 223 281 309];0;7;1.7842082977294922;14
1;0.38193631172180176;10;335.0;0;[  0   1   2   3   4   9  39  58 131 143];1;1;0;0
2;0.7927191257476807;10;243.0;0.0;[  0   5   9  39  58 131 143 223 281 309];1;1;0;0
3;1.1970231533050537;10;221.0;0.0;[  2   5   9 114 143 223 281 341 342 345];1;1;0;0
4;1.6033380031585693;10;221.0;0.0;[  2   5   9  40  58 114 143 223 281 309];1;1;0;0
5;2.0113391876220703;10;221.0;0.0;[  2   5   9  40 114 143 223 281 309 317];1;1;0;0
6;2.641721248626709;10;221.0;0.0;[  2   5   9  40 114 143 223 281 309 317];2;2;0.12556886672973633;1
7;3.5639922618865967;10;221.0;0.0;[  0   2   9  81 103 114 143 223 281 309];4;4;0.43064069747924805;3
8;4.84745717048645;10;216.375;55.0;[  0   2   8   9  40 114 143 223 281 309];6;7;0.9294917583465576;7
9;6.473820209503174;10;216.375;192.8125;[  0   2   8   9  40 114 143 223 281 309];2;8;1.8041057586669922;14
9;7.776723384857178;10;216.375;215.6875;[  0   2   8   9  40 114 143 223 281 309];0;8;2.8021769523620605;22
