1;0.3998298645019531;10;386.0;0;[  0   1   2  74  97 126 170 172 181 186];1;1
2;0.8157799243927002;10;366.0;0.0;[  2  74  75  97 126 141 170 172 181 186];1;1
3;1.240246057510376;10;324.0;0.0;[  0   2  38 126 141 170 172 181 186 225];1;1
4;1.6630969047546387;10;318.0;0.0;[  0   2  38  74  99 126 141 170 172 181];1;1
5;2.0919361114501953;10;309.0;0.0;[  0   2  38  74 141 170 172 181 186 221];1;1
6;2.5969948768615723;10;309.0;0.0;[  0   2  38  74  97 141 170 181 186 225];2;2
7;3.031824827194214;10;309.0;0.0;[  0   2  38  74  97 141 170 172 181 225];2;2
8;3.5776209831237793;10;308.0;154.5;[  0   2  38  74  75 125 170 172 181 186];2;3
8;3.658984899520874;10;308.0;306.75;[  0   2  38  74  75 125 170 172 181 186];0;3
1;0.41716790199279785;10;386.0;0;[  0   1   2  74  97 126 170 172 181 186];1;1
2;0.8488788604736328;10;366.0;0.0;[  2  74  75  97 126 141 170 172 181 186];1;1
3;1.2893829345703125;10;324.0;0.0;[  0   2  38 126 141 170 172 181 186 225];1;1
4;1.730987787246704;10;318.0;0.0;[  0   2  38  74  99 126 141 170 172 181];1;1
5;2.177358865737915;10;309.0;0.0;[  0   2  38  74 141 170 172 181 186 221];1;1
6;2.711021661758423;10;309.0;0.0;[  0   2  38  74  97 141 170 181 186 225];2;2
7;3.162468910217285;10;309.0;0.0;[  0   2  38  74  97 141 170 172 181 225];2;2
8;3.7312209606170654;10;308.0;154.5;[  0   2  38  74  75 125 170 172 181 186];2;3
-1;;3.8154218196868896;10;308.0;306.75;[  0   2  38  74  75 125 170 172 181 186];0;3
1;0.37823009490966797;10;386.0;0;[  0   1   2  74  97 126 170 172 181 186];1;1
2;0.7816040515899658;10;366.0;0.0;[  2  74  75  97 126 141 170 172 181 186];1;1
3;1.182542085647583;10;324.0;0.0;[  0   2  38 126 141 170 172 181 186 225];1;1
4;1.590076208114624;10;318.0;0.0;[  0   2  38  74  99 126 141 170 172 181];1;1
5;2.0051052570343018;10;309.0;0.0;[  0   2  38  74 141 170 172 181 186 221];1;1
6;2.495284080505371;10;309.0;0.0;[  0   2  38  74  97 141 170 181 186 225];2;2
7;2.913999080657959;10;309.0;0.0;[  0   2  38  74  97 141 170 172 181 225];2;2
8;3.4411141872406006;10;308.0;154.5;[  0   2  38  74  75 125 170 172 181 186];2;3
8;3.523919105529785;10;308.0;306.75;[  0   2  38  74  75 125 170 172 181 186];0;3
