I;1;0.3981130123138428;10;340.0;0;[  0   1   2   3   8  44  55 215 352 363];1;1
I;2;0.8167979717254639;10;247.0;0.0;[  0   1   8  44  55 215 240 349 352 363];1;1
I;3;1.2260522842407227;10;247.0;0.0;[  8  44  55 215 240 257 349 351 352 368];1;1
I;4;1.7116410732269287;10;247.0;0.0;[  8  44  55 215 240 257 349 351 352 368];2;2
I;5;2.294684886932373;10;247.0;0.0;[  8  44  55 215 240 257 349 351 352 368];4;4
I;6;3.096640110015869;10;247.0;0.0;[  8  44  55  94 215 240 349 351 352 363];8;8
I;7;3.5290892124176025;10;247.0;0.0;[  0   8  44  94  97 240 257 340 349 352];8;8
I;8;4.063498020172119;10;247.0;0.0;[  0   8  44  94  97 215 240 257 349 366];8;8
I;9;4.5926220417022705;10;247.0;0.0;[  8  46  75  94  97 215 240 349 351 363];8;8
I;10;5.1285011768341064;10;247.0;0.0;[  8  75  94  97 215 240 295 349 351 363];8;8
I;11;5.565767288208008;10;247.0;0.0;[  0   8  75 102 215 240 340 349 351 352];8;8
I;12;7.150867938995361;10;247.0;0.0;[  0   8  75 102 215 240 340 349 351 352];16;16
I;13;9.978050231933594;10;244.03125;0.0;[  0   8  55  75 215 240 257 277 349 352];32;32
I;14;15.094175100326538;10;241.765625;6.625;[  0   8  55  75 215 240 257 277 349 352];62;63
I;15;24.584765195846558;10;239.517578125;20.6328125;[  0   8  55 215 240 257 277 349 351 352];116;121
I;16;25.67895197868347;10;239.369140625;20.6328125;[  0   8  55  75 215 240 257 277 349 352];121;121
I;17;43.138389110565186;10;237.4111328125;40.69140625;[  0   8  55  75 215 240 257 277 349 352];210;226
I;18;74.40202808380127;10;235.544921875;62.5087890625;[  0   8  55  75 215 240 257 277 349 352];372;412
I;19;129.80480098724365;10;234.2044677734375;84.205078125;[  0   8  55  75 215 240 257 277 349 352];646;735
I;20;227.9518473148346;10;233.23504638671875;103.4586181640625;[  0   8  55  75 215 240 257 277 349 352];1118;1294
I;21;399.3525393009186;10;232.68714904785156;122.82333374023438;[  0   8  55  75 215 240 257 277 349 352];1890;2239
I;22;698.6884942054749;10;232.44863891601562;141.111572265625;[  0   8  46  75 215 240 257 277 349 352];3130;3804
I;23;709.0338690280914;10;232.3902587890625;141.111572265625;[  0   8  46  75 215 240 257 277 349 352];3804;3804
I;24;1358.4035472869873;10;232.1948013305664;23.57965850830078;[  0   8  55  75 215 240 257 277 349 352];6712;7160
I;25;1376.0873589515686;10;232.18412017822266;23.57965850830078;[  0   8  55  75 215 240 257 277 349 352];7160;7160
I;26;2391.0039880275726;10;232.04733085632324;167.01165962219238;[  0   8  55  75 215 240 257 277 349 352];8584;11452
