1;0.386552095413208;10;374.0;0;[  0   1   2   3  26  62 173 178 186 232];1;1;0;0
2;0.7887332439422607;10;349.0;0.0;[  0  26  60  62 146 152 173 178 186 232];1;1;0;0
3;1.2040481567382812;10;318.0;0.0;[  0  58  60  62  63  98 146 178 186 232];1;1;0;0
4;1.619400978088379;10;312.0;0.0;[  0  58  60  62  98 146 173 180 186 232];1;1;0;0
5;2.034585952758789;10;304.0;0.0;[  0  26  58  62  63 146 171 180 186 232];1;1;0;0
6;2.4449429512023926;10;297.0;0.0;[  0   1  26  58  62  63  96 146 173 232];1;1;0;0
7;2.8669610023498535;10;290.0;0.0;[  0   1  26  58  62  96 146 180 186 232];1;1;0;0
8;3.2783238887786865;10;288.0;0.0;[  0  23  26  58  62  96 146 180 186 232];1;1;0;0
9;3.691291093826294;10;283.0;0.0;[  0   1  58  62  73 146 171 180 186 232];1;1;0;0
10;4.105306148529053;10;279.0;0.0;[  0  23  26  58  62  96 146 180 186 232];1;1;0;0
11;5.107027053833008;10;276.5;0.0;[  0   1  23  26  58  62 146 171 180 186];2;2;0.45954298973083496;1
12;5.537808179855347;10;276.5;0.0;[  0   1  23  26  58  60  62 171 180 186];2;2;0.45954298973083496;1
13;6.013845920562744;10;274.5;0.0;[  0   1  23  26  58  60  62 171 180 186];2;2;0.45954298973083496;1
14;7.69504714012146;10;270.0;0.0;[  0   1  23  26  58  60  62 171 186 232];4;4;1.3993308544158936;3
15;10.544798851013184;10;270.0;0.0;[  0   1  23  26  58  60  62 171 186 232];8;8;3.2613844871520996;7
16;15.631623029708862;10;267.375;67.5;[  0   1  23  26  58  60  62  73 171 232];12;14;6.985135793685913;15
17;24.06346893310547;10;266.125;116.375;[  0   1  23  26  58  60  62  96 171 232];18;23;13.516159534454346;29
18;24.641029119491577;10;266.0625;116.375;[  0   1  23  26  58  60  62  73 171 232];23;23;13.516159534454346;29
19;38.37806510925293;10;265.453125;140.8125;[  0   1  23  26  58  60  62  73 171 232];30;38;24.310681104660034;52
20;60.14275288581848;10;264.9052734375;177.21875;[  0   1  23  26  58  60  62  73 171 232];42;59;42.018038749694824;90
21;93.73710894584656;10;264.7635498046875;197.76171875;[  0   1  23  26  58  60  62  73 171 232];62;90;69.56539630889893;149
22;143.8687300682068;10;264.65911865234375;216.0999755859375;[  0   1  23  26  58  60  62  73 171 232];82;131;111.49645948410034;239
23;215.70544409751892;10;264.60438537597656;234.32086181640625;[  0   1  23  26  58  60  62  73 171 232];100;181;172.83805394172668;370
24;313.8493502140045;10;264.56613540649414;245.4266357421875;[  0   1  23  26  58  60  62  73 171 232];118;240;257.7152032852173;551
25;442.0040910243988;10;264.5472354888916;253.59034729003906;[  0   1  23  26  58  60  62  73 171 232];122;301;370.5144109725952;791
26;603.5747380256653;10;264.53691577911377;255.55179595947266;[  0   1  23  26  58  60  62  73 171 232];144;373;512.2400155067444;1092
27;800.9755299091339;10;264.5289921760559;259.12363624572754;[  0   1  23  26  58  60  62  73 171 232];142;444;688.270649433136;1465
28;1034.5047678947449;10;264.52620100975037;261.0584111213684;[  0   1  23  26  58  60  62  73 171 232];134;511;898.2040600776672;1909
29;1302.1143231391907;10;264.5250508785248;261.0560522079468;[  0   1  23  26  58  60  62  73 171 232];134;578;1139.8541233539581;2420
30;1605.2744591236115;10;264.5228560566902;261.1219903230667;[  0   1  23  26  58  60  62  73 171 232];138;647;1413.903704404831;2998
31;1941.8491580486298;10;264.5214569866657;261.7483351826668;[  0   1  23  26  58  60  62  73 171 232];112;703;1721.0497906208038;3645
31;2301.01656293869;10;264.5214569866657;262.4988312423229;[  0   1  23  26  58  60  62  73 171 232];0;753;2054.780101776123;4348
