1;0.41582798957824707;10;145.0;0;[  0   1   2   3   4   5   6   7  21 156];1;1
2;0.84912109375;10;145.0;0.0;[  0   1   2  10  21  66  92 156 330 374];1;1
3;1.3399827480316162;10;145.0;0.0;[  0   1   2  10  21  66  92 156 330 374];2;2
4;1.9260339736938477;10;145.0;0.0;[  0   1   2  10  21  66  92 156 330 374];4;4
5;2.6269960403442383;10;145.0;36.25;[  0  21 156 174 373 374 375 376 378 380];6;7
5;2.9102959632873535;10;145.0;145.0;[  0  21 156 174 373 374 375 376 378 380];0;7
1;0.3788881301879883;10;145.0;0;[  0   1   2   3   4   5   6   7  21 156];1;1;0;0
2;0.7798011302947998;10;145.0;0.0;[  0   1   2  10  21  66  92 156 330 374];1;1;0;0
3;1.255878210067749;10;145.0;0.0;[  0   1   2  10  21  66  92 156 330 374];2;2;1;0
4;1.8330368995666504;10;145.0;0.0;[  0  10  21  43 156 372 375 376 377 379];4;4;3;1
5;2.2898831367492676;10;145.0;0.0;[  0  21  26 156 372 373 374 375 376 380];4;4;3;1
6;2.7473819255828857;10;145.0;0.0;[  0  10  21  26 156 370 371 372 373 381];4;4;3;1
7;3.201681137084961;10;145.0;0.0;[  0   1  10  21  26 156 371 372 373 375];4;4;3;1
8;3.8712260723114014;10;145.0;108.75;[  0   1  10  21  26 156 370 374 376 377];2;5;4;2
9;4.668934106826782;10;145.0;108.75;[  0   4  10  21  26 156 370 372 373 374];4;7;6;3
9;4.964701890945435;10;145.0;143.81184782608696;[  0   4  10  21  26 156 370 372 373 374];0;7;6;3
1;0.3838996887207031;10;145.0;0;[  0   1   2   3   4   5   6   7  21 156];1;1;0;0
2;0.7963218688964844;10;145.0;0.0;[  0   1   2  10  21  66  92 156 330 374];1;1;0;0
3;1.2678546905517578;10;145.0;0.0;[  0   1   2  10  21  66  92 156 330 374];2;2;1;0
4;1.8461217880249023;10;145.0;0.0;[  0  10  21  43 156 372 375 376 377 379];4;4;3;1
5;2.3054068088531494;10;145.0;0.0;[  0  21  26 156 372 373 374 375 376 380];4;4;3;1
6;2.7637109756469727;10;145.0;0.0;[  0  10  21  26 156 370 371 372 373 381];4;4;3;1
7;3.2224957942962646;10;145.0;0.0;[  0   1  10  21  26 156 371 372 373 375];4;4;3;1
8;3.881186008453369;10;145.0;108.75;[  0   1  10  21  26 156 370 374 376 377];2;5;4;2
9;4.684891700744629;10;145.0;108.75;[  0   4  10  21  26 156 370 372 373 374];4;7;6;3
9;4.9811177253723145;10;145.0;143.81184782608696;[  0   4  10  21  26 156 370 372 373 374];0;7;6;3
