1000;0.42827415466308594;2;192.60978746598514;[ 0 18]
10000;4.624052047729492;2;192.74675700323604;[ 0 18]
20000;9.704308986663818;2;192.7925394255204;[ 0 18]
50000;31.046644926071167;2;192.7870307002803;[ 0 18]
1000;0.43752408027648926;2;192.60978746598514;[ 0 18]
10000;4.5994768142700195;2;192.74675700323604;[ 0 18]
20000;9.926523923873901;2;192.7925394255204;[ 0 18]
50000;30.83044672012329;2;192.7870307002803;[ 0 18]
1000;0.43738698959350586;20;229.9999999999962;[ 0  1  3  6 22 18]
10000;5.637172222137451;20;229.99999999997624;[ 0  1  3  6 22 18]
20000;8.316280126571655;20;230.00000000009484;[ 0  1  3  6 22 18]
50000;20.251677989959717;20;230.0000000002085;[ 0  1  3  6 22 18]
