10:1;2;50000;2.230020761489868;76.0;[2, 30]
10:2;2;50000;2.1489970684051514;277.0;[0, 18]
10:3;2;50000;2.0388829708099365;241.07865011491842;[4, 20]
10:4;2;50000;1.6241610050201416;66.3239600056065;[4, 21]
10:5;2;50000;1.5176422595977783;192.78703070034422;[0, 18]
100:1;2;50000;180.82617807388306;192.41422680638476;[23, 2247]
100:2;2;50000;183.48817205429077;169.45167540961415;[0, 2890]
100:3;2;50000;203.09751200675964;206.59934166502137;[0, 3012]
100:4;2;50000;173.8370339870453;140.17179050128576;[0, 1685]
100:5;2;50000;152.77688097953796;127.08212473776325;[0, 2941]
10:1;20;50000;3.405068874359131;78.0;[2, 24, 30]
10:2;20;50000;5.082607746124268;278.0;[0, 14, 18]
10:3;20;50000;2.7446529865264893;292.0705510999407;[0, 1, 2, 3, 4, 5, 13, 15, 22, 20]
10:4;20;50000;1.9267950057983398;67.0428310168655;[0, 4, 21, 22]
10:5;20;50000;2.202342987060547;230.0;[0, 1, 3, 6, 22, 18]
100:1;20;50000;190.49022817611694;275.7195135165395;[0, 23, 157, 159, 161, 1505, 1507, 1515, 1712, 2247, 2358, 2955, 1756, 1777, 2431, 2926, 1598, 1600, 1609, 989]
100:4;20;50000;199.65370798110962;199.48767960703975;[0, 32, 38, 46, 58, 182, 203, 622, 1174, 1685, 2731, 77, 226, 786, 1707, 2545, 2666, 2829, 1491, 2698]
100:5;20;50000;173.91993498802185;187.4769565630516;[0, 1, 33, 37, 39, 57, 79, 768, 1615, 2883, 92, 969, 986, 1147, 2436, 661, 2941, 834, 1008, 1848]
