1;0.008503198623657227;2;-1e+100;222.0;[1 2]
2;0.01839303970336914;2;222.0;281.0;[ 0 18]
3;0.021033287048339844;2;222.0;277.0000000000001;[ 0 18]
-1;0.02815413475036621;2;277.0000000000001;277.0;[ 0 18]
1;0.004703044891357422;20;-1e+100;222.0;[ 1  2  3  4  5  6  7  8  9 10 11 12 14 15 16 17 19 20 21 22]
2;0.015043020248413086;20;222.0;300.0;[ 0  1  2  3  4  5  6  7  8 10 11 12 13 15 18 19 22 23 24 25]
3;0.017489194869995117;20;222.0;278.0;[ 0  1  2  3  4  5  6  7  8 10 11 12 14 15 18 19 22 23 24 25]
-1;0.025043249130249023;20;278.0;278.0;[ 0  1  2  3  4  5  6  7  8 10 11 12 14 15 18 19 22 23 24 25]
1;0.00785684585571289;20;-1e+100;222.0;[ 1  2  3  4  5  6  7  8  9 10 11 12 14 15 16 17 19 20 21 22]
2;0.018214941024780273;20;222.0;300.0;[ 0  1  2  3  4  5  6  7  8 10 11 12 13 15 18 19 22 23 24 25]
3;0.021235942840576172;20;222.0;278.0;[ 0  1  2  3  4  5  6  7  8 10 11 12 14 15 18 19 22 23 24 25]
-1;0.0289459228515625;20;278.0;278.0;[ 0  1  2  3  4  5  6  7  8 10 11 12 14 15 18 19 22 23 24 25]
