10:1;2;50000;2.595755100250244;76.0;[2, 30]
10:2;2;50000;2.1510720252990723;277.0;[0, 18]
10:3;2;50000;1.9672470092773438;241.07865011491842;[4, 20]
10:4;2;50000;1.603438138961792;66.3239600056065;[4, 21]
10:5;2;50000;1.5441741943359375;192.78703070034422;[0, 18]
100:1;2;50000;181.48705792427063;192.41422680638476;[23, 2247]
100:2;2;50000;183.18612670898438;169.45167540961415;[0, 2890]
100:3;2;50000;202.17230892181396;206.59934166502137;[0, 3012]
100:4;2;50000;173.3031051158905;140.17179050128576;[0, 1685]
100:5;2;50000;151.91398191452026;127.08212473776325;[0, 2941]
