11;54.49961233139038;2;136.15234375;[   0 2941]
12;107.0963020324707;2;134.982421875;[   0 2941]
13;209.81957817077637;2;133.59619140625;[   0 2941]
14;410.37994599342346;2;132.11279296875;[   0 2941]
15;813.1285302639008;2;130.8837890625;[0 1]
16;824.1815512180328;2;130.8111572265625;[0 1]
1;0.39609289169311523;2;195.0;[768 834]
2;0.9218947887420654;2;166.0;[ 92 768]
3;1.4422080516815186;2;166.0;[ 768 2941]
4;1.9630520343780518;2;157.0;[0 1]
5;3.083915948867798;2;152.0;[   0 2941]
6;3.610668897628784;2;151.0;[   0 2941]
7;5.5189409255981445;2;141.125;[   0 2941]
8;8.96276593208313;2;141.125;[   0 2941]
9;15.329041004180908;2;138.84375;[   0 2941]
10;27.6557559967041;2;137.40625;[   0 2941]
11;52.066417932510376;2;136.15234375;[   0 2941]
12;100.67488598823547;2;134.982421875;[   0 2941]
13;196.66979098320007;2;133.59619140625;[   0 2941]
14;384.4905118942261;2;132.11279296875;[   0 2941]
15;751.5882840156555;2;130.8837890625;[0 1]
16;761.9894969463348;2;130.8111572265625;[0 1]
17;1504.2837488651276;2;130.48809814453125;[0 1]
18;2996.806846857071;2;130.2391357421875;[0 1]
