10:1;2;50000;2.400426149368286;76.0;[2, 30]
10:2;2;50000;2.1810238361358643;277.0;[0, 18]
10:3;2;50000;1.9948539733886719;241.07865011491842;[4, 20]
10:4;2;50000;1.613400936126709;66.3239600056065;[4, 21]
10:5;2;50000;1.5639538764953613;192.78703070034422;[0, 18]
100:1;2;50000;179.2506160736084;192.41422680638476;[23, 2247]
100:2;2;50000;182.9648540019989;169.45167540961415;[0, 2890]
100:3;2;50000;202.3567521572113;204.53714517080365;[0, 242]
100:4;2;50000;172.7375569343567;140.17179050128576;[0, 1685]
100:5;2;50000;148.50081300735474;123.61874626934832;[0, 1]
