1;0.12471413612365723;2;-1e+100;163.0;[0 1]
2;42.171051025390625;2;-1e+100;163.0;[0 1]
3;77.70317316055298;2;-1e+100;218.0000000000005;[  23 1515]
4;80.29138898849487;2;-1e+100;197.1943359375018;[1515 2247]
5;82.93993711471558;2;-1e+100;193.36376953125;[1515 2247]
6;152.5827760696411;2;-1e+100;192.5819091796875;[1515 2247]
7;272.36866903305054;2;-1e+100;192.541748046875;[1515 2247]
8;503.6127529144287;2;-1e+100;192.51251220703122;[1515 2247]
9;949.9057762622833;2;-1e+100;197.19433593750037;[  23 2247]
10;983.0485460758209;2;-1e+100;194.9875030517581;[  23 2247]
11;1881.8679461479187;2;-1e+100;194.4635772705081;[  23 2247]
12;3424.534329175949;2;-1e+100;194.1081047058108;[  23 2247]
