1;0.39018988609313965;2;67.0;[0 4]
2;0.8333010673522949;2;67.0;[ 4 21]
3;1.2542741298675537;2;67.0;[ 4 21]
4;1.687756061553955;2;66.46875;[ 4 21]
5;2.13681697845459;2;66.453125;[ 4 21]
6;2.608236074447632;2;66.32421875;[ 4 21]
7;3.108419179916382;2;66.32421875;[ 4 21]
8;3.6301751136779785;2;66.32080078125;[ 4 21]
9;4.163194894790649;2;66.3056640625;[ 4 21]
-1;4.163194894790649;2;66.3056640625;[ 4 21]
1;0.40233397483825684;2;67.0;[0 4]
2;0.8517501354217529;2;67.0;[ 4 21]
3;1.282623052597046;2;67.0;[ 4 21]
4;1.7368221282958984;2;66.46875;[ 4 21]
5;2.2140071392059326;2;66.453125;[ 4 21]
6;2.6984550952911377;2;66.32421875;[ 4 21]
7;3.2098891735076904;2;66.32421875;[ 4 21]
8;3.748605966567993;2;66.32080078125;[ 4 21]
9;4.30730128288269;2;66.3056640625;[ 4 21]
-1;4.30730128288269;2;66.3056640625;[ 4 21]
1;0.4069099426269531;20;67.0;[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19]
2;0.8430519104003906;20;67.0;[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19]
3;1.2735459804534912;20;67.0;[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 21 22]
-1;1.2735459804534912;20;67.0;[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 21 22]
