,iiter,emptycol,total_time,b,ObjVal,LB,x_sol,Kbar,K,Ins
0,-1,,8.369331359863281,10,369.125,369.06494140625,[  0   1   2  30  68  92 137 151 167 173],0,18,52
1,-1,,8.448938846588135,10,369.125,369.06494140625,[  0   1   2  30  68  92 137 151 167 173],0,18,52
2,-1,,5.33260178565979,10,369.125,365.85546875,[  0   2  30  68  92 137 151 167 172 173],0,15,52
3,-1,,5.1054418087005615,10,211.3828125,211.0703125,[  1   2   7  11  38  75 151 172 199 222],0,5,46
4,-1,,5.2833709716796875,10,211.3828125,211.0703125,[  1   2   7  11  38  75 151 172 199 222],0,5,46
5,-1,,5.3765037059783936,10,211.3828125,211.0703125,[  1   2   7  11  38  75 151 172 199 222],0,5,46
6,-1,,145.6795630455017,10,198.19158935546875,196.971435546875,[  1  56  85 100 122 124 181 219 227 246],0,388,85
7,-1,,151.46526718139648,10,198.19158935546875,196.971435546875,[  1  56  85 100 122 124 181 219 227 246],0,388,85
8,-1,,0.82865309715271,10,115.0,115.0,[  0   1   2   3   4   5   6   7 183 202],0,1,132
9,-1,,0.8333749771118164,10,115.0,115.0,[  0   1   2   3   4   5   6   7 183 202],0,1,132
10,-1,,8.033477306365967,10,215.0,214.75,[  1  14  15  16  32  73 167 174 212 223],0,22,133
11,-1,,8.17082691192627,10,215.0,214.75,[  1  14  15  16  32  73 167 174 212 223],0,22,133
12,-1,,0.4408459663391113,10,229.0,229.0,[  0   1   2   3   4   5   6   7   8 246],0,1,90
13,-1,,0.4186980724334717,10,229.0,229.0,[  0   1   2   3   4   5   6   7   8 246],0,1,90
14,-1,,0.4318289756774902,10,167.0,167.0,[ 0  1  2  3  4  5  6  7  8 58],0,1,127
15,-1,,0.4629538059234619,10,167.0,167.0,[ 0  1  2  3  4  5  6  7  8 58],0,1,127
16,-1,,39.972338914871216,10,201.0,201.0,[  0  20  21  22  23  25 207 215 236 242],0,255,47
17,-1,,41.31558799743652,10,201.0,201.0,[  0  20  21  22  23  25 207 215 236 242],0,255,47
18,-1,,40.547446966171265,10,201.0,201.0,[  0  20  21  22  23  25 207 215 236 242],0,255,47
19,-1,,1.2282860279083252,10,392.0,392.0,[ 0  1  2  3  4  5 36 65 67 81],0,1,53
20,-1,,1.2260520458221436,10,392.0,392.0,[ 0  1  2  3  4  5 36 65 67 81],0,1,53
21,-1,,1.2171549797058103,10,392.0,392.0,[ 0  1  2  3  4  5 36 65 67 81],0,1,53
22,-1,,4.135786056518555,10,175.0,175.0,[  0   1   2  22  41  45  76 101 105 140],0,16,79
23,-1,,4.314896821975708,10,175.0,175.0,[  0   1   2  22  41  45  76 101 105 140],0,16,79
24,-1,,46.58842992782593,10,491.0712549164891,490.9579342380166,[  0   1   8  42  99 146 150 152 177 186],0,160,45
25,-1,,47.35592794418335,10,491.0712549164891,490.9579342380166,[  0   1   8  42  99 146 150 152 177 186],0,160,45
26,-1,,13.825477838516235,10,491.0794525146485,486.5378112792969,[  0   1   8  42  99 146 150 152 177 186],0,62,45
27,-1,,0.8129549026489258,10,390.0,390.0,[  0   1   2   3  56  87 104 108 139 159],0,1,51
28,-1,,0.8387746810913086,10,390.0,390.0,[  0   1   2   3  56  87 104 108 139 159],0,1,51
29,-1,,0.8427944183349609,10,390.0,390.0,[  0   1   2   3  56  87 104 108 139 159],0,1,51
30,-1,,47.63949418067932,10,228.0,227.8505859375,[  1   2  30  34  59  77  87 105 115 202],0,211,119
31,-1,,48.82335019111633,10,228.0,227.8505859375,[  1   2  30  34  59  77  87 105 115 202],0,211,119
32,-1,,12.479426145553589,10,258.61083984375,257.35205078125,[  1   2   7  36  45  58 100 163 172 201],0,23,86
33,-1,,12.91993808746338,10,258.61083984375,257.35205078125,[  1   2   7  36  45  58 100 163 172 201],0,23,86
34,-1,,1.204423904418945,10,206.0,206.0,[  0   1   2  83  90  91  93 119 192 197],0,1,125
35,-1,,1.2393419742584229,10,206.0,206.0,[  0   1   2  83  90  91  93 119 192 197],0,1,125
36,-1,,11.17959713935852,10,186.0,186.0,[  3  25  52  55  64  67 104 196 202 203],0,59,124
37,-1,,11.135082960128784,10,186.0,186.0,[  3  25  52  55  64  67 104 196 202 203],0,59,124
38,-1,,0.4008078575134277,10,67.0,67.0,[  0   1   2   3   4   5   6   7  11 226],0,1,130
39,-1,,0.4249022006988525,10,67.0,67.0,[  0   1   2   3   4   5   6   7  11 226],0,1,130
40,-1,,0.4225509166717529,10,161.0,161.0,[ 0  1  2  3  4  5  6  7  8 23],0,1,87
41,-1,,0.4134819507598877,10,161.0,161.0,[ 0  1  2  3  4  5  6  7  8 23],0,1,87
42,-1,,0.8352539539337158,10,220.0,220.0,[  0   1   2   3   4 165 178 180 194 214],0,1,118
43,-1,,0.8111248016357422,10,220.0,220.0,[  0   1   2   3   4 165 178 180 194 214],0,1,118
44,-1,,0.424741268157959,10,130.0,130.0,[0 1 2 3 4 5 6 7 8 9],0,1,50
45,-1,,0.4153411388397217,10,130.0,130.0,[0 1 2 3 4 5 6 7 8 9],0,1,50
46,-1,,0.4253270626068115,10,130.0,130.0,[0 1 2 3 4 5 6 7 8 9],0,1,50
47,-1,,0.8710219860076904,10,82.0,82.0,[  0   1   2   3   4  11  84 145 216 223],0,2,44
48,-1,,0.8721227645874023,10,82.0,82.0,[  0   1   2   3   4  11  84 145 216 223],0,2,44
49,-1,,0.884774923324585,10,82.0,82.0,[  0   1   2   3   4  11  84 145 216 223],0,2,44
50,-1,,19.51823902130127,10,161.0,160.9921875,[  0   3  50  59 137 158 173 182 189 226],0,88,78
51,-1,,20.697892904281616,10,161.0,160.9921875,[  0   3  50  59 137 158 173 182 189 226],0,88,78
52,-1,,99.78968930244446,10,173.74979208409786,173.7139075472951,[  0   5   7  30  31  47  50  57 131 166],0,306,54
53,-1,,100.90853595733644,10,173.74979208409786,173.7139075472951,[  0   5   7  30  31  47  50  57 131 166],0,306,54
54,-1,,44.49852180480957,10,173.75260543823242,172.725492477417,[  0   5   7  30  31  47  57 131 134 166],0,254,54
55,-1,,679.099288225174,10,262.1306185275316,259.94576171040535,[  0   3   8  31  55  59  90  99 194 199],0,3723,68
56,-1,,0.8390610218048096,10,170.0,169.5,[  0   1   2   8  13  65 111 170 184 229],0,1,134
57,-1,,0.7987809181213379,10,170.0,169.5,[  0   1   2   8  13  65 111 170 184 229],0,1,134
58,-1,,0.4263489246368408,10,262.0,262.0,[  0   1   2   3   4   5   6 108 172 205],0,1,120
