30;1;xMain;[ 0  1  2  3  4  5  6 32 63 85];100000;10;564.1347869058427
30;1;xLazy;[  0   1   2  32  39  52  63  85 105 178];100000;10;564.1347869058427
30;1;xSAA;[  0   1   2   3  24  25  63  85  32 139];100000;10;564.1347869058427
30;1;xSAA_AP;[  1   2   3  24  25  26  63  85  32 139];100000;10;564.1347869058427
30;1;xSeq;[  0   1   2   3  24  25  63  85  32 139];100000;10;564.1347869058427
30;2;xMain;[  0   1   2  15  17  55  59 101 110 119];100000;10;463.7298659422206
30;2;xLazy;[  0   1   2   3   7  17  55 110 119 143];100000;10;463.7298659422206
30;2;xSAA;[  0   2  17  42  55 143  59  75 119 110];100000;10;463.7298659422206
30;2;xSAA_AP;[  0   1   2   3   4  17  55 143 119 110];100000;10;463.7298659422206
30;1;xMain;[ 0  1  2  3  4  5  6 32 63 85];100000;10;564.1347869058427
30;1;xLazy;[  0   1   2  32  39  52  63  85 105 178];100000;10;564.1347869058427
30;1;xSAA;[  0   1   2   3  24  25  63  85  32 139];100000;10;564.1347869058427
30;1;xSAA_AP;[  1   2   3  24  25  26  63  85  32 139];100000;10;564.1347869058427
30;1;xSeq;[  0   1   2   3  24  25  63  85  32 139];100000;10;564.1347869058427
30;2;xMain;[  0   1   2  15  17  55  59 101 110 119];100000;10;463.7298659422206
30;2;xLazy;[  0   1   2   3   7  17  55 110 119 143];100000;10;463.7298659422206
30;2;xSAA;[  0   2  17  42  55 143  59  75 119 110];100000;10;463.7298659422206
30;2;xSAA_AP;[  0   1   2   3   4  17  55 143 119 110];100000;10;463.7298659422206
30;3;xMain;[  0   1   2   3   4  76  79  84  91 141];100000;10;275.0
30;3;xLazy;[  0   1  39  52  78  79  91 105 141 186];100000;10;275.0
30;3;xSAA;[  0   1   2   3   4  63  76  79 141  99];100000;10;275.0
30;3;xSAA_AP;[  0   1   2   3   4  63  79 141  84  99];100000;10;275.0
30;3;xSeq;[  0   1   2   3   4  63  76  79 141  99];100000;10;275.0
30;4;xMain;[  0   1   4   7  26  91 126 132 152 159];100000;10;397.00173261360317
30;4;xLazy;[  2   3   4   5   7  91 126 132 152 159];100000;10;397.00173261360317
