1000;0.40798377990722656;2;66.44199247946705;[ 4 21]
10000;4.897167205810547;2;66.38948713193861;[ 4 21]
20000;12.126902103424072;2;66.30071736313886;[ 4 21]
50000;45.880812644958496;2;66.32396000560671;[ 4 21]
1000;0.4107687473297119;2;66.44199247946705;[ 4 21]
10000;4.87430477142334;2;66.38948713193861;[ 4 21]
20000;11.980577945709229;2;66.30071736313886;[ 4 21]
50000;46.525755882263184;2;66.32396000560671;[ 4 21]
1000;0.41835808753967285;20;67.19326398263718;[ 4 21 22]
10000;4.152376890182495;20;67.10505309093816;[ 0  4  6 21 22]
20000;8.275679111480713;20;67.02125825304519;[ 0  4  6 21 22]
50000;20.36264705657959;20;67.04283101686595;[ 4 21 22]
