1000;0.7017581462860107;2;241.1036746068661;[ 4 20]
10000;8.072075128555298;2;241.09084116659292;[ 4 20]
20000;19.033089876174927;2;241.09912849673356;[ 4 20]
50000;61.703715085983276;2;241.0786501149169;[ 4 20]
1000;0.706171989440918;2;241.1036746068661;[ 4 20]
10000;8.357270002365112;2;241.09084116659292;[ 4 20]
20000;19.04788088798523;2;241.09912849673356;[ 4 20]
50000;62.795576095581055;2;241.0786501149169;[ 4 20]
1000;0.7279112339019775;20;292.1982398264476;[ 0  1  2  3  4  5 13 15 22 20]
10000;7.282642841339111;20;292.09570132736496;[ 0  1  2  3  4  5 13 15 22 20]
20000;14.316312074661255;20;292.1039933578202;[ 0  1  2  3  4  5 13 15 22 20]
50000;35.49169158935547;20;292.0705510999345;[ 0  1  2  3  4  5 13 15 22 20]
